created_at,id_str,tweets_texto,tipo,Classificador,tweets_Preprocessados,tweets_normalizados,tweets_sem_stopwords,tweets_sem_stopwords_Normal,tweets_PreprocessadosPlus,tweets_sem_stopwordsPlus
08/07/3921 18:21,"1,42E+18",fica em casa baiano preguiçoso,1,Positivo,edsonfilho74 fica em casa baiano preguicoso,edsonfilho74 fica em casa baiano preguiçoso,edsonfilho74 fica casa baiano preguicoso,edsonfilho74 fica casa baiano preguiçoso,edsonfilho74 fica em casa baiano preguicoso,edsonfilho74 fica casa baiano preguicoso
08/07/3921 15:56,"1,42E+18",só baiano é preguiçoso os cara dormem 23 horas por dia,1,Positivo,"fairyselves so baiano e preguicoso, os cara dormem 23 horas por dia",fairyselves só baiano é preguiçoso os cara dormem 23 horas por dia,"fairyselves so baiano preguicoso, cara dormem 23 horas dia",fairyselves baiano preguiçoso cara dormem 23 horas dia,fairyselves so baiano e preguicoso os cara dormem 23 horas por dia,fairyselves so baiano preguicoso cara dormem 23 horas dia
08/09/3921 00:02,"1,42E+18",é tudo gay mesmo né olha as ideias do cara,1,Positivo,gaucho e tudo gay mesmo ne! olha as ideias do cara  ,gaucho é tudo gay mesmo né olha as ideias do cara 🤔 httpstco64abutgvgn,gaucho gay ne! olha ideias cara,gaucho gay né olha ideias cara 🤔 httpstco64abutgvgn,gaucho e tudo gay mesmo ne olha as ideias do cara  ,gaucho gay ne olha ideias cara
08/07/3921 13:58,"1,42E+18",a lenda de que todo gaúcho é gay é completamente verdade,1,Positivo,"a lenda de que todo gaucho e gay, e completamente verdade",a lenda de que todo gaúcho é gay é completamente verdade,"lenda gaucho gay, completamente verdade",lenda gaúcho gay completamente verdade,a lenda de que todo gaucho e gay e completamente verdade,lenda gaucho gay completamente verdade
08/04/3921 19:20,"1,42E+18",votei no rs porque todo mundo sabe que gaucho é tudo gay,1,Positivo,_quebecfrench votei no rs pq todo mundo sabe que gaucho e tudo gay,quebecfrench votei no rs porque todo mundo sabe que gaucho é tudo gay,_quebecfrench votei rs pq mundo gaucho gay,quebecfrench votei rs mundo gaucho gay,quebecfrench votei no rs porque todo mundo sabe que gaucho e tudo gay,quebecfrench votei rs mundo gaucho gay
08/10/3921 19:05,"1,43E+18","o lula ladrao era/e pingucu, ladrao, traidor do povo nordestino, hipermentiroso, ofensor das mulheres, ofensor dos 
Gay's, ladrao, indicou a dilma, ladrao, odeia igrejas, ladrao, analfabeto, ladrao, corrupto, ladrao, corruptor, ladraofaltou alguma coisa ? ah, sim, ladrao !",1,Positivo,"jujujutoman o luladrao era/e pingucu, ladrao, traidor do povo nordestino, hipermentiroso, ofensor das mulheres, ofensor dos 
Gay's, ladrao, indicou a dilma, ladrao, odeia igrejas, ladrao, analfabeto, ladrao, corrupto, ladrao, corruptor, ladraofaltou alguma coisa ? ah, sim, ladrao !",jujujutoman o lula era é descabeçada ladrão traidor do povo nordestino hipermentiroso ofensor das mulheres ofensor dos gays ladrão indicou a dilma ladrão odeia igrejas ladrão analfabeto ladrão corrupto ladrão corruptor ladrão faltou alguma coisa ah sim ladrão,"jujujutoman luladrao era/e pingucu, ladrao, traidor nordestino, hipermentiroso, ofensor mulheres, ofensor gay's, ladrao, indicou dilma, ladrao, odeia igrejas, ladrao, analfabeto, ladrao, corrupto, ladrao, corruptor, ladraofaltou alguma ? ah, sim, ladrao !",jujujutoman lula descabeçada ladrão traidor nordestino hipermentiroso ofensor mulheres ofensor gays ladrão indicou dilma ladrão odeia igrejas ladrão analfabeto ladrão corrupto ladrão corruptor ladrão faltou alguma ah ladrão,jujujutoman o lula era e descabecada ladrao traidor do povo nordestino hipermentiroso ofensor das mulheres ofensor dos gays ladrao indicou a dilma ladrao odeia igrejas ladrao analfabeto ladrao corrupto ladrao corruptor ladrao faltou alguma coisa ah sim ladrao,jujujutoman lula descabecada ladrao traidor nordestino hipermentiroso ofensor mulheres ofensor gays ladrao indicou dilma ladrao odeia igrejas ladrao analfabeto ladrao corrupto ladrao corruptor ladrao faltou alguma ah ladrao
08/04/3921 16:16,"1,42E+18",como tu lê se tu é analfabeto nordestino é foda,1,Positivo,"lulaoficial monjacoenreal como tu le se tu e analfabeto, nordestino e foda",lulaoficial monjacoenreal como tu lê se tu é analfabeto nordestino é foda,"lulaoficial monjacoenreal le analfabeto, nordestino foda",lulaoficial monjacoenreal lê analfabeto nordestino foda,lulaoficial monjacoenreal como tu le se tu e analfabeto nordestino e foda,lulaoficial monjacoenreal le analfabeto nordestino foda
08/11/3921 17:02,"1,43E+18",freurodrigues político nordestino não presta nunca votem em nenhum deles pra presidente são primitivos torço pra que alguma doença fatal leve o lula e outra pior ainda acometa o josé dirceu não dá pra reeditar aqui 1917 por ignorância de um e malandragem do outro,1,Positivo,"freu_rodrigues politico nordestino nao presta nunca votem em nenhum deles pra presidente sao primitivos torco 
Pra que alguma doenca fatal leve o lula e outra pior ainda acometa o jose dirceu nao da pra reeditar aqui 1917 por ignorancia de um e malandragem do outro",freurodrigues político nordestino não presta nunca votem em nenhum deles pra presidente são primitivos torço pra que alguma doença fatal leve o lula e outra pior ainda acometa o josé dirceu não dá pra reeditar aqui 1917 por ignorância de um e malandragem do outro,freu_rodrigues politico nordestino nao presta votem nenhum pra presidente sao primitivos torco pra alguma doenca fatal leve lula pior acometa jose dirceu nao pra reeditar 1917 ignorancia malandragem outro,freurodrigues político nordestino presta votem nenhum pra presidente primitivos torço pra alguma doença fatal leve lula pior acometa josé dirceu pra reeditar 1917 ignorância malandragem outro,freurodrigues politico nordestino nao presta nunca votem em nenhum deles pra presidente sao primitivos torco pra que alguma doenca fatal leve o lula e outra pior ainda acometa o jose dirceu nao da pra reeditar aqui 1917 por ignorancia de um e malandragem do outro,freurodrigues politico nordestino nao presta votem nenhum pra presidente sao primitivos torco pra alguma doenca fatal leve lula pior acometa jose dirceu nao pra reeditar 1917 ignorancia malandragem outro
08/09/3921 14:27,"1,42E+18",ÍNDIO É MUITO PREGUIÇOSO,1,Positivo,ÍNDIO É MUITO PREGUIÇOSO,so digo uma coisa vi em locoindio e muito preguicoso,só digo uma coisa vi em loco índio é muito preguiçoso,so digo vi locoindio preguicoso,digo vi loco índio preguiçoso,so digo uma coisa vi em loco indio e muito preguicoso
08/11/3921 17:33,"1,43E+18",eu sei que não devemos desejar aos outros o que não queremos para nós e familiares mas eu desejo que tudo de pior do coringa caia sobre você com a força do ódio e que você coma o pão que o diabo chines amassou,1,Positivo,"eu sei que nao  devemos desejar aos outros o que nao queremos para nos e familiares
mas eu desejo que tudo de pior do coronga caia sobre  vc com a forca do odio e que vc coma o pao que o diabo chines amassou
     ",eu sei que não devemos desejar aos outros o que não queremos para nós e familiares mas eu desejo que tudo de pior do coringa caia sobre você com a força do ódio e que você coma o pão que o diabo chines amassou 😇 httpstcontx8wqndc7,nao devemos desejar nao queremos familiares desejo pior coronga caia vc forca odio vc coma pao diabo chines amassou,devemos desejar queremos familiares desejo pior coringa caia força ódio coma pão diabo chines amassou 😇 httpstcontx8wqndc7,eu sei que nao devemos desejar aos outros o que nao queremos para nos e familiares mas eu desejo que tudo de pior do coringa caia sobre voce com a forca do odio e que voce coma o pao que o diabo chines amassou  ,nao devemos desejar nao queremos familiares desejo pior coringa caia voce forca odio voce coma pao diabo chines amassou
08/11/3921 15:59,"1,43E+18",engraçado só uso máscara em locais fechados por ser obrigatório nunca deixei de sair de casa vou a mercados lojas restaurantes tomo os devidos cuidados de higiene e nunca peguei o vírus chinês vai entender a seletividade desse coringa deve gostar de foca só pode ,1,Positivo,"profpaulamarisa engracado, so uso mascara em locais fechados, por ser obrigatorio nunca deixei de sair de casa, vou a mercados, lojas, restaurantes tomo os devidos cuidados de higiene, e nunca peguei o virus chines 
vai entender a seletividade desse coronga 
deve gostar de foca, so pode",profpaulamarisa engraçado só uso máscara em locais fechados por ser obrigatório nunca deixei de sair de casa vou a mercados lojas restaurantes tomo os devidos cuidados de higiene e nunca peguei o vírus chinês vai entender a seletividade desse coringa 🤔 deve gostar de foca só pode 🤣,"profpaulamarisa engracado, so uso mascara locais fechados, obrigatorio deixei sair casa, vou mercados, lojas, restaurantes tomo devidos cuidados higiene, peguei virus chines entender seletividade coronga gostar foca, so",profpaulamarisa engraçado uso máscara locais fechados obrigatório deixei sair casa vou mercados lojas restaurantes tomo devidos cuidados higiene peguei vírus chinês entender seletividade coringa 🤔 gostar foca 🤣,profpaulamarisa engracado so uso mascara em locais fechados por ser obrigatorio nunca deixei de sair de casa vou a mercados lojas restaurantes tomo os devidos cuidados de higiene e nunca peguei o virus chines vai entender a seletividade desse coringa  deve gostar de foca so pode ,profpaulamarisa engracado so uso mascara locais fechados obrigatorio deixei sair casa vou mercados lojas restaurantes tomo devidos cuidados higiene peguei virus chines entender seletividade coringa gostar foca so
08/09/3921 13:33,"1,42E+18",retrato perfeito da fraldeia me lembrou quando a prefeitura começou a jogar jatos de água para espantar o coringa chinês foi a mesma cena que essa foi aí que o pânico começou a se instalar,1,Positivo,"pavesi_italia retrato perfeito da fraudemia 
me lembrou quando a prefeitura comecou a jogar jatos de agua p espantar o coronga chines,foi a mesma cena q essa
foi ai q o panico comecou a se instalar ",pavesiitalia retrato perfeito da fraldeia me lembrou quando a prefeitura começou a jogar jatos de água para espantar o coringa chinês foi a mesma cena que essa foi aí que o pânico começou a se instalar 🤡,"pavesi_italia retrato perfeito fraudemia lembrou prefeitura comecou jogar jatos agua p espantar coronga chines,foi mesma cena q ai q panico comecou instalar",pavesiitalia retrato perfeito fraldeia lembrou prefeitura começou jogar jatos água espantar coringa chinês mesma cena pânico começou instalar 🤡,pavesiitalia retrato perfeito da fraldeia me lembrou quando a prefeitura comecou a jogar jatos de agua para espantar o coringa chines foi a mesma cena que essa foi ai que o panico comecou a se instalar ,pavesiitalia retrato perfeito fraldeia lembrou prefeitura comecou jogar jatos agua espantar coringa chines mesma cena ai panico comecou instalar
08/07/3921 19:46,"1,42E+18",é bem isso já vi muita gente agoniada com medo das reações adversas que podem surgir depois da picadinha e que continuam usando a focinheira com medo de pegar o coringa chinês,1,Positivo,"pequirodado e bem isso,ja  vi muita gente agoniada com medo das reacoes adversas q podem surgir depois da
 picadinha e q  continuam usando a focinheira com medo de pegar o coronga chines
",pequirodado é bem isso já vi muita gente agoniada com medo das reações adversas que podem surgir depois da picadinha e que continuam usando a focinheira com medo de pegar o coringa chinês 😅 😅 😅 😅 😅 😅,"pequirodado isso,ja vi muita gente agoniada medo reacoes adversas q surgir picadinha q continuam usando focinheira medo coronga chines",pequirodado vi muita gente agoniada medo reações adversas surgir picadinha continuam usando focinheira medo coringa chinês 😅 😅 😅 😅 😅 😅,pequirodado e bem isso ja vi muita gente agoniada com medo das reacoes adversas que podem surgir depois da picadinha e que continuam usando a focinheira com medo de pegar o coringa chines      ,pequirodado ja vi muita gente agoniada medo reacoes adversas surgir picadinha continuam usando focinheira medo coringa chines
08/06/3921 20:26,"1,42E+18","o problema dos atletas correntinos e a necessidade de trocar cueca e calcinha o tempo todo, por conta do medo do coronga chines ",1,Positivo,"ricaperrone o problema dos atletas correntinos e a necessidade de trocar cueca e calcinha o tempo todo, por conta do medo do coronga chines ",ricaperrone o problema dos atletas correntina é a necessidade de trocar cueca e calcinha o tempo todo por conta do medo do coringa chinês 🤣🤣🤣🤣🤣,"ricaperrone problema atletas correntinos necessidade trocar cueca calcinha todo, conta medo coronga chines",ricaperrone problema atletas correntina necessidade trocar cueca calcinha conta medo coringa chinês 🤣🤣🤣🤣🤣,ricaperrone o problema dos atletas correntina e a necessidade de trocar cueca e calcinha o tempo todo por conta do medo do coringa chines ,ricaperrone problema atletas correntina necessidade trocar cueca calcinha conta medo coringa chines
08/05/3921 22:37,"1,42E+18",esse so sabe falar em coronga chines e vachina falar q assinou a lei do aborto n fala ja passou da hora do kidroga levar um pe na bunda e ir p china q o pariu fora queiroga ,1,Positivo,"ricardojr1921 ngm_de_monoculo esse so sabe falar em coronga chines e vachina
falar q assinou a lei do aborto n fala
ja passou da hora do kidroga levar um pe na bunda e ir p china q o pariu 
fora queiroga 
#passaportesanitarionao ",ricardojr1921 ngmdemonoculo esse só sabe falar em coringa chinês e cachina falar que assinou a lei do aborto não fala já passou da hora do adroga levar um pé na bunda e ir para china que o pariu fora aguiar passaportesanitarionao httpstco8os5fblnff,ricardojr1921 ngm_de_monoculo so falar coronga chines vachina falar q assinou lei aborto n fala ja passou hora kidroga levar pe bunda p china q pariu queiroga #passaportesanitarionao,ricardojr1921 ngmdemonoculo falar coringa chinês cachina falar assinou lei aborto fala passou hora adroga levar pé bunda china pariu aguiar passaportesanitarionao httpstco8os5fblnff,ricardojr1921 ngmdemonoculo esse so sabe falar em coringa chines e cachina falar que assinou a lei do aborto nao fala ja passou da hora do adroga levar um pe na bunda e ir para china que o pariu fora aguiar passaportesanitarionao ,ricardojr1921 ngmdemonoculo so falar coringa chines cachina falar assinou lei aborto nao fala ja passou hora adroga levar pe bunda china pariu aguiar passaportesanitarionao
08/11/3921 17:50,"1,43E+18",comunistas assassinos a china vai presentear o mundo com uma nova pandemia médicos descobriram que um paciente chinês que contraiu uma doença infecciosa mortal chamada antraz pulmonar a taxa de mortalidade da infecção é de mais de 80,1,Positivo,"comunistas assassinos

a china vai presentear o mundo com uma nova pandemia!  
medicos descobriram que um paciente chines que contraiu uma doenca infecciosa mortal chamada antraz pulmonar 
a taxa de mortalidade da infeccao e de mais de 80%",comunistas assassinos a china vai presentear o mundo com uma nova pandemia médicos descobriram que um paciente chinês que contraiu uma doença infecciosa mortal chamada antraz pulmonar a taxa de mortalidade da infecção é de mais de 80,comunistas assassinos china presentear mundo pandemia! medicos descobriram paciente chines contraiu doenca infecciosa mortal chamada antraz pulmonar taxa mortalidade infeccao 80%,comunistas assassinos china presentear mundo pandemia médicos descobriram paciente chinês contraiu doença infecciosa mortal chamada antraz pulmonar taxa mortalidade infecção 80,comunistas assassinos a china vai presentear o mundo com uma nova pandemia medicos descobriram que um paciente chines que contraiu uma doenca infecciosa mortal chamada antraz pulmonar a taxa de mortalidade da infeccao e de mais de 80,comunistas assassinos china presentear mundo pandemia medicos descobriram paciente chines contraiu doenca infecciosa mortal chamada antraz pulmonar taxa mortalidade infeccao 80
08/11/3921 17:40,"1,43E+18",não mesmo! o culpado e o partido comunistas chines e seus lambes saco de embaixador e toda caterva do pt,1,Positivo,senadorhumberto nao mesmo! o culpado e o partido comunistas chines e seus lambes saco de embaixador e toda caterva do pt,senadorhumberto não mesmo o culpado é o partido comunistas chinês e seus lambes saco de embaixador e toda caterva do parte,senadorhumberto nao mesmo! culpado partido comunistas chines lambes saco embaixador caterva pt,senadorhumberto culpado partido comunistas chinês lambes saco embaixador caterva,senadorhumberto nao mesmo o culpado e o partido comunistas chines e seus lambes saco de embaixador e toda caterva do parte,senadorhumberto nao culpado partido comunistas chines lambes saco embaixador caterva
08/11/3921 02:48,"1,43E+18","focar no que interessa a voces, comunistas, frouxo, entregar o brasil a china em troca de ditadura bancada por xi jinping pq sao mais barato sustentar desgovernos do 14bilhao chines 
ele ja tem o petroleo gratis da vzla,povo #singasolina e o boi da arg,povo fugindo pra ca ",1,Positivo,"marcelofreixo focar no que interessa a voces, comunistas, frouxo, entregar o brasil a china em troca de ditadura bancada por xi jinping pq sao mais barato sustentar desgovernos do 14bilhao chines 
ele ja tem o petroleo gratis da vzla,povo #singasolina e o boi da arg,povo fugindo pra ca ",marcelofreixo focar no que interessa a vocês comunistas frouxo entregar o brasil à china em troca de ditadura bancada por xis inning porque são mais barato sustentar desgovernos do 1 4bilhão chinês ele já tem o petróleo grátis da mandatários povo singasolina e o boi da ar povo fugindo pra cá httpstcoedqczpvwug,"marcelofreixo focar interessa voces, comunistas, frouxo, entregar brasil china troca ditadura bancada xi jinping pq sao barato sustentar desgovernos 14bilhao chines ja petroleo gratis vzla,povo #singasolina boi arg,povo fugindo pra ca",marcelofreixo focar interessa comunistas frouxo entregar brasil china troca ditadura bancada xis inning barato sustentar desgovernos 1 4bilhão chinês petróleo grátis mandatários singasolina boi ar fugindo pra httpstcoedqczpvwug,marcelofreixo focar no que interessa a voces comunistas frouxo entregar o brasil a china em troca de ditadura bancada por xis inning porque sao mais barato sustentar desgovernos do 1 4bilhao chines ele ja tem o petroleo gratis da mandatarios povo singasolina e o boi da ar povo fugindo pra ca ,marcelofreixo focar interessa voces comunistas frouxo entregar brasil china troca ditadura bancada xis inning sao barato sustentar desgovernos 1 4bilhao chines ja petroleo gratis mandatarios singasolina boi ar fugindo pra ca
08/11/3921 02:26,"1,43E+18","quando os aliados do partido chines no brasil, tomarem o poder e o com leis e forca de policia chegarem a porta da vossa organizacao religiosa, quero ler os seus comentarios no twitter infelizmente e assim que comunistas agem",1,Positivo,"gondimricardo quando os aliados do partido chines no brasil, tomarem o poder e o com leis e forca de policia chegarem a porta da vossa organizacao religiosa, quero ler os seus comentarios no twitter infelizmente e assim que comunistas agem",gondimricardo quando os aliados do partido chinês no brasil tomarem o poder e o com leis e força de polícia chegarem a porta da vossa organização religiosa quero ler os seus comentários no twitter infelizmente é assim que comunistas agem,"gondimricardo aliados partido chines brasil, tomarem leis forca policia chegarem porta organizacao religiosa, ler comentarios twitter infelizmente comunistas agem",gondimricardo aliados partido chinês brasil tomarem leis força polícia chegarem porta organização religiosa ler comentários twitter infelizmente comunistas agem,gondimricardo quando os aliados do partido chines no brasil tomarem o poder e o com leis e forca de policia chegarem a porta da vossa organizacao religiosa quero ler os seus comentarios no twitter infelizmente e assim que comunistas agem,gondimricardo aliados partido chines brasil tomarem leis forca policia chegarem porta organizacao religiosa ler comentarios twitter infelizmente comunistas agem
08/11/3921 00:26,"1,43E+18",golpe mundial dos parasitas comunistas por aqui a china comanda lembram do embaixador de merda não é a toa que se mete lixo chinês,1,Positivo,rogeriozolini cleptocracia e golpe mundial dos parasitas comunistas por aqui a china comanda lembram do embaixador de merda nao e a toa que se mete lixo chines,rogeriozolini plutocracia e golpe mundial dos parasitas comunistas por aqui a china comanda lembram do embaixador de merda não é a toa que se mete lixo chinês,rogeriozolini cleptocracia golpe mundial parasitas comunistas china comanda lembram embaixador merda nao toa mete lixo chines,rogeriozolini plutocracia golpe mundial parasitas comunistas china comanda lembram embaixador merda toa mete lixo chinês,rogeriozolini plutocracia e golpe mundial dos parasitas comunistas por aqui a china comanda lembram do embaixador de merda nao e a toa que se mete lixo chines,rogeriozolini plutocracia golpe mundial parasitas comunistas china comanda lembram embaixador merda nao toa mete lixo chines
08/10/3921 23:01,"1,43E+18",chamam o regime militar de ditadura enquanto idolatram e entregam o brasil à china o que o embaixador chinês no brasil prometeu a esse covil o povo quer o fechamento do congresso e do senado já o regime militar combateu esse covil que tentou entregar o brasil aos comunistas,1,Positivo,"taoquei1 chamam o regime militar de ditadura enquanto idolatram e entregam o brasil a china o que o embaixador chines no brasil 
Prometeu a esse covil? o povo quer o fechamento do congresso e do stf ja! o regime militar combateu esse covil que tentou entregar o brasil aos comunistas",taoquei1 chamam o regime militar de ditadura enquanto idolatram e entregam o brasil à china o que o embaixador chinês no brasil prometeu a esse covil o povo quer o fechamento do congresso e do senado já o regime militar combateu esse covil que tentou entregar o brasil aos comunistas,taoquei1 chamam regime militar ditadura idolatram entregam brasil china embaixador chines brasil prometeu covil? fechamento congresso stf ja! regime militar combateu covil tentou entregar brasil comunistas,taoquei1 chamam regime militar ditadura idolatram entregam brasil china embaixador chinês brasil prometeu covil fechamento congresso senado regime militar combateu covil tentou entregar brasil comunistas,taoquei1 chamam o regime militar de ditadura enquanto idolatram e entregam o brasil a china o que o embaixador chines no brasil prometeu a esse covil o povo quer o fechamento do congresso e do senado ja o regime militar combateu esse covil que tentou entregar o brasil aos comunistas,taoquei1 chamam regime militar ditadura idolatram entregam brasil china embaixador chines brasil prometeu covil fechamento congresso senado ja regime militar combateu covil tentou entregar brasil comunistas
08/10/3921 22:46,"1,43E+18",ciro e o partido comunistas chines,1,Positivo,claudia56538528 ciro e o partido comunistas chines,claudia56538528 ciro é o partido comunistas chinês,claudia56538528 ciro partido comunistas chines,claudia56538528 ciro partido comunistas chinês,claudia56538528 ciro e o partido comunistas chines,claudia56538528 ciro partido comunistas chines
08/10/3921 19:01,"1,43E+18","violencia sao vcs q fazem incendeiam, saqueiam, invadem, depredam em nome da ""democracia"" vcs e q negaram tratam precoce 
Quando ainda nao havia vacina p o virus chines e mataram milhares de brasileiros vcs comunistas tem a mao suja de sangue sao 100 milhoes de mortos no mundo",1,Positivo,"__saturna marcelofreixo violencia sao vcs q fazem incendeiam, saqueiam, invadem, depredam em nome da ""democracia"" vcs e q negaram tratam precoce 
Quando ainda nao havia vacina p o virus chines e mataram milhares de brasileiros vcs comunistas tem a mao suja de sangue sao 100 milhoes de mortos no mundo",violência são vocês que fazem incendiaram saqueiam invadem depredam em nome da democracia vocês é que negaram tratam precoce quando ainda não havia vacina para o vírus chinês e mataram milhares de brasileiros vocês comunistas têm a mão suja de sangue são 100 milhões de mortos no mundo,"__saturna marcelofreixo violencia sao vcs q incendeiam, saqueiam, invadem, depredam nome ""democracia"" vcs q negaram tratam precoce qdo nao havia vacina p virus chines mataram milhares brasileiros vcs comunistas mao suja sangue sao 100 milhoes mortos mundo",saturna marcelofreixo violência incendiaram saqueiam invadem depredam nome democracia negaram tratam precoce havia vacina vírus chinês mataram milhares brasileiros comunistas mão suja sangue 100 milhões mortos mundo,saturna marcelofreixo violencia sao voces que fazem incendiaram saqueiam invadem depredam em nome da democracia voces e que negaram tratam precoce quando ainda nao havia vacina para o virus chines e mataram milhares de brasileiros voces comunistas tem a mao suja de sangue sao 100 milhoes de mortos no mundo,saturna marcelofreixo violencia sao voces incendiaram saqueiam invadem depredam nome democracia voces negaram tratam precoce nao havia vacina virus chines mataram milhares brasileiros voces comunistas mao suja sangue sao 100 milhoes mortos mundo
08/10/3921 15:38,"1,43E+18",geração 68 podia ir pro inferno bando de comunistas filho da puta graças à vocês o brasil segue sendo esse atraso gente escrota que mira cuba como um exemplo depois que perderam a referência soviética e agora forçam a mão para que o brasil seja vassalo chinês morram,1,Positivo,"jandira_feghali geracao 68 podia ir pro inferno bando de comunistas fdp, gracas a vcs o brasil segue sendo esse atraso gente escrota que mira cuba como 
Um exemplo depois que perderam a referencia sovietica e agora forcam a mao para que o brasil seja vassalo chines morram",jandirafeghali geração 68 podia ir pro inferno bando de comunistas filho da puta graças à vocês o brasil segue sendo esse atraso gente escrota que mira cuba como um exemplo depois que perderam a referência soviética e agora forçam a mão para que o brasil seja vassalo chinês morram,"jandira_feghali geracao 68 pro inferno bando comunistas fdp, gracas vcs brasil segue sendo atraso gente escrota mira cuba perderam referencia sovietica forcam mao brasil vassalo chines morram",jandirafeghali geração 68 pro inferno bando comunistas filho puta graças brasil segue sendo atraso gente escrota mira cuba perderam referência soviética forçam mão brasil vassalo chinês morram,jandirafeghali geracao 68 podia ir pro inferno bando de comunistas filho da puta gracas a voces o brasil segue sendo esse atraso gente escrota que mira cuba como um exemplo depois que perderam a referencia sovietica e agora forcam a mao para que o brasil seja vassalo chines morram,jandirafeghali geracao 68 pro inferno bando comunistas filho puta gracas voces brasil segue sendo atraso gente escrota mira cuba perderam referencia sovietica forcam mao brasil vassalo chines morram
08/10/3921 13:24,"1,43E+18",comunistas nossa bandeira nunca será vermelha aqui não é china,1,Positivo,"carunchoalfeu 23h59 ""comunistas! nossa bandeira nunca sera vermelha! aqui nao e china!""
00h00 usa foto de desfile chines",carunchoalfeu 23h59 comunistas nossa bandeira nunca será vermelha aqui não é china 00h00 usa foto de desfile chinês,"carunchoalfeu 23h59 ""comunistas! bandeira sera vermelha! nao china!"" 00h00 foto desfile chines",carunchoalfeu 23h59 comunistas bandeira vermelha china 00h00 foto desfile chinês,carunchoalfeu 23h59 comunistas nossa bandeira nunca sera vermelha aqui nao e china 00h00 usa foto de desfile chines,carunchoalfeu 23h59 comunistas bandeira sera vermelha nao china 00h00 foto desfile chines
08/09/3921 23:16,"1,42E+18","quero sim companheiro: 1 bilhoes roubados e doados para ditaduras comunistas (levamos calote, 2 o virus chines provocou lockdownse colapso nos nas cadeias de suprimento resultado = inflacao mundial,
3 se o virus matou milhares pelo mundo, qual nome dos outros genocidas?",1,Positivo,"mind_herald bolsomito_2 lrobertobarroso quero sim companheiro
1 bilhoes roubados e doados para ditaduras comunistas (levamos calote
2 o virus chines provocou lockdownse colapso nos nas cadeias de suprimento resultado = inflacao mundial
3 se o virus matou milhares pelo mundo, qual nome dos outros genocidas?",mindherald bolsomito2 lrobertobarroso quero sim companheiro 1 bilhões roubados e doados para ditaduras comunistas levamos calote 2 o vírus chinês provocou lockdownse colapso nos nas cadeias de suprimento resultado inflação mundial 3 se o vírus matou milhares pelo mundo qual nome dos outros genocidas,"mind_herald bolsomito_2 lrobertobarroso companheiro 1 bilhoes roubados doados ditaduras comunistas (levamos calote 2 virus chines provocou lockdownse colapso cadeias suprimento resultado = inflacao mundial 3 virus matou milhares mundo, nome genocidas?",mindherald bolsomito2 lrobertobarroso companheiro 1 bilhões roubados doados ditaduras comunistas levamos calote 2 vírus chinês provocou lockdownse colapso cadeias suprimento resultado inflação mundial 3 vírus matou milhares mundo nome genocidas,mindherald bolsomito2 lrobertobarroso quero sim companheiro 1 bilhoes roubados e doados para ditaduras comunistas levamos calote 2 o virus chines provocou lockdownse colapso nos nas cadeias de suprimento resultado inflacao mundial 3 se o virus matou milhares pelo mundo qual nome dos outros genocidas,mindherald bolsomito2 lrobertobarroso companheiro 1 bilhoes roubados doados ditaduras comunistas levamos calote 2 virus chines provocou lockdownse colapso cadeias suprimento resultado inflacao mundial 3 virus matou milhares mundo nome genocidas
08/08/3921 21:53,"1,42E+18",nunca mais o vírus chinês irá embora a menos que consigam manipular as eleições e os socialistas comunistas tomem o poder ai teremos um belo controle social e de mídia ficando a dúvida irão se aproveitar do vírus chinês para impor ainda mais ou acaba porque ganharam,1,Positivo,"roxmo nunca mais o virus chines ira embora a menos q consigam manipular as eleicoes e os socialistas/comunistas tomem o poder ai teremos um 
Belo controle social e de midia, ficando a duvida irao se aproveitar do virus chines para impor ainda mais ou acaba pq ganharam?",roxmo nunca mais o vírus chinês irá embora a menos que consigam manipular as eleições e os socialistas comunistas tomem o poder ai teremos um belo controle social e de mídia ficando a dúvida irão se aproveitar do vírus chinês para impor ainda mais ou acaba porque ganharam,"roxmo virus chines ira q consigam manipular eleicoes socialistas/comunistas tomem ai belo controle social midia, ficando duvida irao aproveitar virus chines impor acaba pq ganharam?",roxmo vírus chinês consigam manipular eleições socialistas comunistas tomem ai belo controle social mídia ficando dúvida irão aproveitar vírus chinês impor acaba ganharam,roxmo nunca mais o virus chines ira embora a menos que consigam manipular as eleicoes e os socialistas comunistas tomem o poder ai teremos um belo controle social e de midia ficando a duvida irao se aproveitar do virus chines para impor ainda mais ou acaba porque ganharam,roxmo virus chines ira consigam manipular eleicoes socialistas comunistas tomem ai belo controle social midia ficando duvida irao aproveitar virus chines impor acaba ganharam
08/08/3921 15:16,"1,42E+18",culpa do vírus chinês do senado dos governadores e prefeitos feliz dia dos pais até para os comunistas,1,Positivo,"fficaemcasa secomvc culpa do virus chines, do stf, dos governadores e prefeitos feliz dia dos pais ate para os comunistas!",fficaemcasa secomvc culpa do vírus chinês do senado dos governadores e prefeitos feliz dia dos pais até para os comunistas,"fficaemcasa secomvc culpa virus chines, stf, governadores prefeitos feliz dia pais ate comunistas!",fficaemcasa secomvc culpa vírus chinês senado governadores prefeitos feliz dia pais comunistas,fficaemcasa secomvc culpa do virus chines do senado dos governadores e prefeitos feliz dia dos pais ate para os comunistas,fficaemcasa secomvc culpa virus chines senado governadores prefeitos feliz dia pais ate comunistas
